Cidade;Ano;Mes;CodigoLocalidade;Localidade;Quantidade
SANTA MARIA;2024;4;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;4;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;4;0;BAIRRO DESCONHECIDO;10
SANTA MARIA;2024;4;37;PASSO D'AREIA;12
SANTA MARIA;2024;4;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;4;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;4;42;PRESIDENTE JOÃO GOULART;1
SANTA MARIA;2024;4;39;PATRONATO;2
SANTA MARIA;2024;4;0;BAIRRO DESCONHECIDO;2
SANTA MARIA;2024;4;2;BOI MORTO;9
SANTA MARIA;2024;4;0;BAIRRO DESCONHECIDO;5
SANTA MARIA;2024;4;51;URLÂNDIA;1
SANTA MARIA;2024;4;0;BAIRRO DESCONHECIDO;2
SANTA MARIA;2024;4;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;4;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;4;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;4;43;RENASCENÇA;2
SANTA MARIA;2024;4;39;PATRONATO;1
SANTA MARIA;2024;4;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;36;NOVA SANTA MARTA;45
SANTA MARIA;2024;3;36;NOVA SANTA MARTA;1
SANTA MARIA;2024;3;50;UGLIONE;1
SANTA MARIA;2024;3;28;NOAL;1
SANTA MARIA;2024;3;28;NOAL;3
SANTA MARIA;2024;3;38;PASSO DO VERDE;1
SANTA MARIA;2024;3;13;DISTRITO DE ARROIO GRANDE;1
SANTA MARIA;2024;3;13;DISTRITO DE ARROIO GRANDE;1
SANTA MARIA;2024;3;31;NOSSA SENHORA DE FÁTIMA;1
SANTA MARIA;2024;3;34;NOSSA SENHORA DO ROSÁRIO;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;51;URLÂNDIA;1
SANTA MARIA;2024;3;14;DISTRITO DE BOCA DO MONTE;1
SANTA MARIA;2024;3;2;BOI MORTO;4
SANTA MARIA;2024;3;3;BONFIM;4
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;4;CAMOBI;41
SANTA MARIA;2024;3;5;CAMPESTRE DO MENINO DEUS;2
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;48;TANCREDO NEVES;1
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;3
SANTA MARIA;2024;3;6;CAROLINA;5
SANTA MARIA;2024;3;7;CATURRITA;8
SANTA MARIA;2024;3;8;CENTRO;23
SANTA MARIA;2024;3;9;CERRITO;3
SANTA MARIA;2024;3;10;CHÁCARA DAS FLORES;1
SANTA MARIA;2024;3;10;CHÁCARA DAS FLORES;4
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;36;NOVA SANTA MARTA;1
SANTA MARIA;2024;3;48;TANCREDO NEVES;2
SANTA MARIA;2024;3;48;TANCREDO NEVES;1
SANTA MARIA;2024;3;11;JOÃO LUIZ POZZOBON;1
SANTA MARIA;2024;3;11;JOÃO LUIZ POZZOBON;28
SANTA MARIA;2024;3;11;JOÃO LUIZ POZZOBON;5
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;3
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;20;DIVINA PROVIDÊNCIA;27
SANTA MARIA;2024;3;21;DOM ANTÔNIO REIS;8
SANTA MARIA;2024;3;22;DUQUE DE CAXIAS;4
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;23;ITARARÉ;1
SANTA MARIA;2024;3;23;ITARARÉ;7
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;2
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;4
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;3;42;PRESIDENTE JOÃO GOULART;2
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;2
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;25
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;8
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;5
SANTA MARIA;2024;3;26;LORENZI;1
SANTA MARIA;2024;3;26;LORENZI;26
SANTA MARIA;2024;3;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;35;NOSSA SENHORA MEDIANEIRA;6
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;14;DISTRITO DE BOCA DO MONTE;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;28;NOAL;46
SANTA MARIA;2024;3;28;NOAL;7
SANTA MARIA;2024;3;29;NONOAI;3
SANTA MARIA;2024;3;29;NONOAI;1
SANTA MARIA;2024;3;35;NOSSA SENHORA MEDIANEIRA;1
SANTA MARIA;2024;3;30;NOSSA SENHORA DAS DORES;3
SANTA MARIA;2024;3;31;NOSSA SENHORA DE FÁTIMA;9
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;32;NOSSA SENHORA DE LOURDES;6
SANTA MARIA;2024;3;33;NOSSA SENHORA DO PERPÉTUO SOCORRO;3
SANTA MARIA;2024;3;34;NOSSA SENHORA DO ROSÁRIO;20
SANTA MARIA;2024;3;35;NOSSA SENHORA MEDIANEIRA;7
SANTA MARIA;2024;3;36;NOVA SANTA MARTA;31
SANTA MARIA;2024;3;32;NOSSA SENHORA DE LOURDES;2
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;3
SANTA MARIA;2024;3;15;DISTRITO DE PAINS;1
SANTA MARIA;2024;3;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;3;41;PINHEIRO MACHADO;2
SANTA MARIA;2024;3;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;3;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;3;41;PINHEIRO MACHADO;9
SANTA MARIA;2024;3;41;PINHEIRO MACHADO;2
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;37;PASSO D'AREIA;9
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;37;PASSO D'AREIA;4
SANTA MARIA;2024;3;37;PASSO D'AREIA;4
SANTA MARIA;2024;3;37;PASSO D'AREIA;1
SANTA MARIA;2024;3;37;PASSO D'AREIA;48
SANTA MARIA;2024;3;45;PASSO DAS TROPAS;16
SANTA MARIA;2024;3;38;PASSO DO VERDE;1
SANTA MARIA;2024;3;38;PASSO DO VERDE;1
SANTA MARIA;2024;3;39;PATRONATO;36
SANTA MARIA;2024;3;39;PATRONATO;1
SANTA MARIA;2024;3;39;PATRONATO;1
SANTA MARIA;2024;3;21;DOM ANTÔNIO REIS;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;40;PÉ DE PLATANO;2
SANTA MARIA;2024;3;33;NOSSA SENHORA DO PERPÉTUO SOCORRO;1
SANTA MARIA;2024;3;33;NOSSA SENHORA DO PERPÉTUO SOCORRO;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;41;PINHEIRO MACHADO;22
SANTA MARIA;2024;3;36;NOVA SANTA MARTA;2
SANTA MARIA;2024;3;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;3;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;3;21;DOM ANTÔNIO REIS;1
SANTA MARIA;2024;3;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;3;24;JUSCELINO KUBITSCHEK;2
SANTA MARIA;2024;3;42;PRESIDENTE JOÃO GOULART;2
SANTA MARIA;2024;3;43;RENASCENÇA;1
SANTA MARIA;2024;3;39;PATRONATO;1
SANTA MARIA;2024;3;39;PATRONATO;3
SANTA MARIA;2024;3;46;SÃO JOÃO;3
SANTA MARIA;2024;3;34;NOSSA SENHORA DO ROSÁRIO;4
SANTA MARIA;2024;3;36;NOVA SANTA MARTA;1
SANTA MARIA;2024;3;44;SALGADO FILHO;21
SANTA MARIA;2024;3;19;DISTRITO DE SANTO FLORA;1
SANTA MARIA;2024;3;36;NOVA SANTA MARTA;2
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;51;URLÂNDIA;12
SANTA MARIA;2024;3;46;SÃO JOÃO;9
SANTA MARIA;2024;3;46;SÃO JOÃO;1
SANTA MARIA;2024;3;47;SÃO JOSÉ;5
SANTA MARIA;2024;3;47;SÃO JOSÉ;2
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;36;NOVA SANTA MARTA;1
SANTA MARIA;2024;3;48;TANCREDO NEVES;1
SANTA MARIA;2024;3;48;TANCREDO NEVES;1
SANTA MARIA;2024;3;48;TANCREDO NEVES;32
SANTA MARIA;2024;3;48;TANCREDO NEVES;1
SANTA MARIA;2024;3;48;TANCREDO NEVES;1
SANTA MARIA;2024;3;49;TOMAZZETTI;10
SANTA MARIA;2024;3;49;TOMAZZETTI;1
SANTA MARIA;2024;3;48;TANCREDO NEVES;1
SANTA MARIA;2024;3;50;UGLIONE;3
SANTA MARIA;2024;3;51;URLÂNDIA;85
SANTA MARIA;2024;3;51;URLÂNDIA;2
SANTA MARIA;2024;3;28;NOAL;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;2;BOI MORTO;6
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;14;DISTRITO DE BOCA DO MONTE;1
SANTA MARIA;2024;3;39;PATRONATO;1
SANTA MARIA;2024;3;26;LORENZI;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;3;28;NOAL;1
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;2
SANTA MARIA;2024;3;37;PASSO D'AREIA;6
SANTA MARIA;2024;3;36;NOVA SANTA MARTA;2
SANTA MARIA;2024;3;42;PRESIDENTE JOÃO GOULART;2
SANTA MARIA;2024;3;2;BOI MORTO;4
SANTA MARIA;2024;3;0;BAIRRO DESCONHECIDO;6
SANTA MARIA;2024;3;28;NOAL;1
SANTA MARIA;2024;2;36;NOVA SANTA MARTA;21
SANTA MARIA;2024;2;36;NOVA SANTA MARTA;1
SANTA MARIA;2024;2;28;NOAL;1
SANTA MARIA;2024;2;13;DISTRITO DE ARROIO GRANDE;1
SANTA MARIA;2024;2;31;NOSSA SENHORA DE FÁTIMA;1
SANTA MARIA;2024;2;46;SÃO JOÃO;1
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;2
SANTA MARIA;2024;2;2;BOI MORTO;3
SANTA MARIA;2024;2;4;CAMOBI;18
SANTA MARIA;2024;2;4;CAMOBI;1
SANTA MARIA;2024;2;5;CAMPESTRE DO MENINO DEUS;1
SANTA MARIA;2024;2;6;CAROLINA;1
SANTA MARIA;2024;2;7;CATURRITA;6
SANTA MARIA;2024;2;8;CENTRO;14
SANTA MARIA;2024;2;8;CENTRO;1
SANTA MARIA;2024;2;10;CHÁCARA DAS FLORES;1
SANTA MARIA;2024;2;48;TANCREDO NEVES;2
SANTA MARIA;2024;2;36;NOVA SANTA MARTA;1
SANTA MARIA;2024;2;11;JOÃO LUIZ POZZOBON;2
SANTA MARIA;2024;2;11;JOÃO LUIZ POZZOBON;2
SANTA MARIA;2024;2;11;JOÃO LUIZ POZZOBON;1
SANTA MARIA;2024;2;11;JOÃO LUIZ POZZOBON;12
SANTA MARIA;2024;2;11;JOÃO LUIZ POZZOBON;1
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;20;DIVINA PROVIDÊNCIA;6
SANTA MARIA;2024;2;22;DUQUE DE CAXIAS;1
SANTA MARIA;2024;2;23;ITARARÉ;2
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;4
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;2
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;9
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;2
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;25;KM TRÊS;2
SANTA MARIA;2024;2;26;LORENZI;13
SANTA MARIA;2024;2;35;NOSSA SENHORA MEDIANEIRA;2
SANTA MARIA;2024;2;14;DISTRITO DE BOCA DO MONTE;1
SANTA MARIA;2024;2;28;NOAL;8
SANTA MARIA;2024;2;29;NONOAI;2
SANTA MARIA;2024;2;30;NOSSA SENHORA DAS DORES;1
SANTA MARIA;2024;2;31;NOSSA SENHORA DE FÁTIMA;4
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;32;NOSSA SENHORA DE LOURDES;1
SANTA MARIA;2024;2;33;NOSSA SENHORA DO PERPÉTUO SOCORRO;1
SANTA MARIA;2024;2;34;NOSSA SENHORA DO ROSÁRIO;4
SANTA MARIA;2024;2;35;NOSSA SENHORA MEDIANEIRA;6
SANTA MARIA;2024;2;36;NOVA SANTA MARTA;21
SANTA MARIA;2024;2;36;NOVA SANTA MARTA;2
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;2;41;PINHEIRO MACHADO;2
SANTA MARIA;2024;2;41;PINHEIRO MACHADO;2
SANTA MARIA;2024;2;41;PINHEIRO MACHADO;6
SANTA MARIA;2024;2;41;PINHEIRO MACHADO;2
SANTA MARIA;2024;2;37;PASSO D'AREIA;3
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;14;DISTRITO DE BOCA DO MONTE;2
SANTA MARIA;2024;2;37;PASSO D'AREIA;1
SANTA MARIA;2024;2;37;PASSO D'AREIA;1
SANTA MARIA;2024;2;37;PASSO D'AREIA;6
SANTA MARIA;2024;2;45;PASSO DAS TROPAS;6
SANTA MARIA;2024;2;45;PASSO DAS TROPAS;1
SANTA MARIA;2024;2;39;PATRONATO;3
SANTA MARIA;2024;2;39;PATRONATO;1
SANTA MARIA;2024;2;39;PATRONATO;2
SANTA MARIA;2024;2;40;PÉ DE PLATANO;1
SANTA MARIA;2024;2;33;NOSSA SENHORA DO PERPÉTUO SOCORRO;1
SANTA MARIA;2024;2;41;PINHEIRO MACHADO;15
SANTA MARIA;2024;2;36;NOVA SANTA MARTA;2
SANTA MARIA;2024;2;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;2;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;2;42;PRESIDENTE JOÃO GOULART;1
SANTA MARIA;2024;2;44;SALGADO FILHO;13
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;5
SANTA MARIA;2024;2;51;URLÂNDIA;5
SANTA MARIA;2024;2;46;SÃO JOÃO;4
SANTA MARIA;2024;2;47;SÃO JOSÉ;1
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;48;TANCREDO NEVES;1
SANTA MARIA;2024;2;48;TANCREDO NEVES;21
SANTA MARIA;2024;2;48;TANCREDO NEVES;1
SANTA MARIA;2024;2;48;TANCREDO NEVES;1
SANTA MARIA;2024;2;49;TOMAZZETTI;2
SANTA MARIA;2024;2;50;UGLIONE;2
SANTA MARIA;2024;2;51;URLÂNDIA;1
SANTA MARIA;2024;2;51;URLÂNDIA;18
SANTA MARIA;2024;2;2;BOI MORTO;1
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;24;JUSCELINO KUBITSCHEK;2
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;2
SANTA MARIA;2024;2;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;1;36;NOVA SANTA MARTA;1
SANTA MARIA;2024;1;36;NOVA SANTA MARTA;2
SANTA MARIA;2024;1;11;JOÃO LUIZ POZZOBON;1
SANTA MARIA;2024;1;46;SÃO JOÃO;1
SANTA MARIA;2024;1;14;DISTRITO DE BOCA DO MONTE;1
SANTA MARIA;2024;1;2;BOI MORTO;1
SANTA MARIA;2024;1;3;BONFIM;1
SANTA MARIA;2024;1;4;CAMOBI;1
SANTA MARIA;2024;1;7;CATURRITA;1
SANTA MARIA;2024;1;8;CENTRO;3
SANTA MARIA;2024;1;10;CHÁCARA DAS FLORES;2
SANTA MARIA;2024;1;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;1;48;TANCREDO NEVES;1
SANTA MARIA;2024;1;11;JOÃO LUIZ POZZOBON;1
SANTA MARIA;2024;1;11;JOÃO LUIZ POZZOBON;6
SANTA MARIA;2024;1;20;DIVINA PROVIDÊNCIA;6
SANTA MARIA;2024;1;22;DUQUE DE CAXIAS;1
SANTA MARIA;2024;1;23;ITARARÉ;1
SANTA MARIA;2024;1;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;1;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;1;24;JUSCELINO KUBITSCHEK;1
SANTA MARIA;2024;1;24;JUSCELINO KUBITSCHEK;6
SANTA MARIA;2024;1;26;LORENZI;5
SANTA MARIA;2024;1;35;NOSSA SENHORA MEDIANEIRA;1
SANTA MARIA;2024;1;28;NOAL;5
SANTA MARIA;2024;1;35;NOSSA SENHORA MEDIANEIRA;1
SANTA MARIA;2024;1;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;1;32;NOSSA SENHORA DE LOURDES;1
SANTA MARIA;2024;1;34;NOSSA SENHORA DO ROSÁRIO;2
SANTA MARIA;2024;1;36;NOVA SANTA MARTA;10
SANTA MARIA;2024;1;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;1;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;1;0;BAIRRO DESCONHECIDO;1
SANTA MARIA;2024;1;37;PASSO D'AREIA;2
SANTA MARIA;2024;1;45;PASSO DAS TROPAS;1
SANTA MARIA;2024;1;39;PATRONATO;5
SANTA MARIA;2024;1;41;PINHEIRO MACHADO;2
SANTA MARIA;2024;1;41;PINHEIRO MACHADO;1
SANTA MARIA;2024;1;44;SALGADO FILHO;4
SANTA MARIA;2024;1;51;URLÂNDIA;2
SANTA MARIA;2024;1;46;SÃO JOÃO;1
SANTA MARIA;2024;1;47;SÃO JOSÉ;1
SANTA MARIA;2024;1;48;TANCREDO NEVES;7
SANTA MARIA;2024;1;48;TANCREDO NEVES;2
SANTA MARIA;2024;1;49;TOMAZZETTI;1
SANTA MARIA;2024;1;51;URLÂNDIA;9
SANTA MARIA;2024;1;0;BAIRRO DESCONHECIDO;1
